"x"
"1"	-1991.20738026125
"2"	-197.019792048974
"3"	-794.686067984849
"4"	-1133.60069289089
"5"	1229.8474037647
"6"	-752.899579776509
"7"	-1161.45203508136
"8"	271.411727067059
"9"	65.0993884881136
"10"	298.306193162889
"11"	-2291.30266442088
"12"	-101.438074840537
"13"	-638.786506217279
"14"	1594.29054435402
"15"	1968.72691993772
"16"	483.38653472421
"17"	880.277531913494
"18"	1699.63837047548
"19"	-1099.22930630088
"20"	271.011574520011
"21"	-202.310569780753
"22"	-1000.48979141699
"23"	-657.627649908629
"24"	2864.26283396757
"25"	1467.00188456841
"26"	1306.18600387416
"27"	-1353.83676917221
"28"	-1043.27742236528
"29"	662.089573399666
"30"	346.82025010428
"31"	512.441857601563
"32"	2462.90296329158
"33"	-3077.13839032176
"34"	-2769.20259359631
"35"	-832.487832145956
"36"	2714.29156331664
"37"	1669.27224936837
"38"	-15.2068290860188
"39"	534.293561644736
"40"	-394.454396594609
"41"	-2147.67296660568
"42"	-731.753283480215
"43"	375.594261214928
"44"	589.724690030014
"45"	917.24568478447
"46"	-569.380843874156
"47"	365.910298542078
"48"	-2938.95844521091
"49"	1799.35979007898
"50"	-1804.0631593497
"51"	-451.793450432624
"52"	-293.300502312835
"53"	-943.24283845685
"54"	1353.11800010513
"55"	2043.41698999538
"56"	1048.15787081627
"57"	-1540.83094015113
"58"	-1904.2434951207
"59"	1139.01864638763
"60"	-2387.92420306951
"61"	-903.185152468666
"62"	246.498966837116
"63"	1300.97619379078
"64"	1330.36887393097
"65"	750.23586969592
"66"	1261.63321306723
"67"	-1600.41184610214
"68"	-1773.4507404121
"69"	3076.34123930789
"70"	1775.11036936661
"71"	-712.841535849671
"72"	-463.562140387105
