frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.026	0.0004	5	355.526	73.145	1567.054	127.856	2467.150	697.080	3830.121	619.315	4431.649	174.330
2	0.027	0.0004	5	355.992	75.517	1572.006	111.853	2460.406	654.072	3824.698	699.148	4426.902	192.828
3	0.028	0.0004	5	356.751	78.228	1576.304	100.839	2462.137	599.070	3817.604	809.304	4420.482	216.113
4	0.029	0.0004	5	357.855	81.143	1580.445	94.033	2468.206	546.532	3803.296	927.065	4414.520	242.014
5	0.030	0.0004	5	359.300	83.389	1584.429	90.629	2472.038	502.838	3773.760	990.610	4413.685	269.862
6	0.031	0.0004	5	361.026	83.686	1588.099	89.604	2468.712	467.942	3728.699	940.957	4421.248	299.560
7	0.032	0.0004	5	362.994	81.611	1591.732	89.855	2460.070	436.306	3683.838	803.349	4434.024	328.411
8	0.033	0.0004	5	365.169	78.033	1596.098	90.613	2453.296	403.909	3654.094	654.900	4444.783	356.812
9	0.034	0.0006	5	367.433	74.095	1601.801	91.572	2453.703	372.126	3640.857	539.279	4449.342	390.443
10	0.035	0.0006	5	369.601	70.501	1608.816	92.580	2462.231	342.609	3639.629	461.177	4447.421	435.549
11	0.036	0.0006	5	371.512	67.578	1616.566	93.505	2477.349	314.828	3646.683	411.390	4439.826	496.031
12	0.037	0.0006	5	373.079	65.450	1624.208	94.325	2496.443	287.313	3659.526	379.267	4426.760	569.781
13	0.038	0.0006	5	374.295	64.060	1630.911	95.087	2516.305	259.084	3675.154	356.280	4407.530	641.800
14	0.039	0.0006	5	375.205	63.144	1636.045	95.716	2533.786	230.300	3688.973	337.787	4381.601	681.458
15	0.040	0.0006	5	375.895	62.374	1639.355	95.909	2546.975	202.052	3696.414	321.869	4351.814	661.763
16	0.041	0.0006	5	376.489	61.646	1641.097	95.326	2555.926	175.682	3696.131	304.689	4325.561	590.037
17	0.042	0.0006	5	377.124	61.138	1641.913	93.840	2561.901	152.415	3691.181	281.833	4307.990	501.179
18	0.043	0.0006	5	377.906	61.077	1642.443	91.540	2566.068	133.140	3685.973	254.218	4297.937	423.130
19	0.044	0.0006	5	378.879	61.541	1643.079	88.609	2569.016	118.101	3682.775	226.479	4291.956	365.039
20	0.045	0.0006	5	380.024	62.454	1643.947	85.289	2570.936	106.920	3681.738	202.188	4287.501	325.726
21	0.046	0.0006	5	381.270	63.660	1645.012	81.888	2571.859	98.889	3682.295	182.651	4283.193	301.354
22	0.047	0.0006	5	382.501	64.986	1646.173	78.733	2571.771	93.235	3683.901	167.763	4278.416	288.298
23	0.048	0.0006	5	383.576	66.284	1647.330	76.089	2570.652	89.240	3686.219	156.868	4273.071	283.659
24	0.049	0.0006	5	384.354	67.453	1648.407	74.105	2568.512	86.287	3689.095	149.181	4267.560	285.072
25	0.050	0.0006	5	384.714	68.452	1649.349	72.791	2565.418	83.874	3692.497	143.906	4262.842	290.404
26	0.051	0.0006	5	384.581	69.295	1650.098	72.015	2561.517	81.631	3696.441	140.244	4260.415	297.517
27	0.052	0.0006	5	383.931	70.034	1650.572	71.516	2557.012	79.330	3700.910	137.415	4262.003	304.148
28	0.053	0.0006	5	382.791	70.721	1650.652	70.943	2552.126	76.885	3705.770	134.778	4268.884	307.977
29	0.054	0.0006	5	381.233	71.384	1650.203	69.938	2547.056	74.331	3710.774	131.970	4281.131	307.020
30	0.055	0.0006	5	379.361	72.012	1649.132	68.279	2541.953	71.800	3715.641	128.929	4297.390	300.293
31	0.056	0.002	5	377.305	72.573	1647.445	65.979	2536.924	69.475	3720.177	125.757	4315.446	288.298
32	0.057	0.002	5	375.204	73.037	1645.237	63.292	2532.028	67.537	3724.331	122.574	4333.109	272.816
33	0.058	0.002	5	373.192	73.402	1642.640	60.598	2527.262	66.114	3728.197	119.514	4348.780	256.186
34	0.059	0.002	5	371.373	73.727	1639.742	58.268	2522.564	65.240	3731.980	116.806	4361.518	240.641
35	0.060	0.003	5	369.802	74.138	1636.551	56.577	2517.844	64.836	3735.941	114.836	4370.867	227.993
36	0.061	0.003	5	368.465	74.817	1633.015	55.671	2513.053	64.684	3740.331	114.129	4376.665	219.608
37	0.062	0.003	5	367.285	75.949	1629.077	55.557	2508.259	64.452	3745.335	115.277	4378.917	216.515
38	0.063	0.003	5	366.139	77.662	1624.760	56.136	2503.682	63.790	3751.032	118.861	4377.727	219.556
39	0.064	0.003	5	364.892	80.008	1620.221	57.252	2499.639	62.495	3757.405	125.422	4373.236	229.557
40	0.065	0.003	5	363.430	82.987	1615.757	58.783	2496.413	60.633	3764.391	135.477	4365.563	247.510
41	0.066	0.003	5	361.688	86.611	1611.753	60.743	2494.154	58.519	3771.984	149.562	4354.744	274.771
42	0.067	0.003	5	359.662	90.985	1608.609	63.340	2492.920	56.584	3780.363	168.288	4340.631	313.338
43	0.068	0.003	5	357.427	96.399	1606.695	67.018	2492.810	55.250	3790.064	192.402	4322.660	366.295
44	0.069	0.003	5	355.146	103.428	1606.393	72.501	2494.144	54.897	3802.202	222.756	4299.310	438.499
45	0.070	0.003	5	353.105	113.010	1608.181	80.863	2497.565	55.901	3818.860	259.725	4267.008	537.551
46	0.071	0.003	5	351.747	126.374	1612.702	93.534	2503.992	58.647	3843.603	300.192	4218.626	675.321
47	0.072	0.003	5	351.712	144.466	1620.658	111.930	2514.277	63.374	3879.035	327.791	4145.126	871.217
48	0.073	0.003	5	353.858	166.591	1632.269	136.239	2528.519	69.850	3911.679	321.799	4050.728	1129.878
49	0.074	0.003	5	359.216	188.947	1646.313	163.680	2545.444	77.222	3928.435	310.744	3938.908	1374.725
50	0.075	0.003	5	368.644	205.064	1659.671	188.327	2562.584	84.494	3798.090	1515.281	3938.952	313.539
51	0.076	0.003	5	382.078	209.184	1668.664	204.194	2577.370	91.309	3635.186	1507.835	3951.858	322.970
52	0.077	0.003	5	398.044	199.993	1671.501	208.944	2588.207	98.126	3475.071	1379.090	3969.274	324.972
53	0.078	0.003	5	414.252	181.008	1669.097	204.365	2594.687	105.661	3340.490	1195.010	3987.354	312.456
54	0.079	0.003	5	428.744	157.656	1663.655	194.180	2597.148	114.301	3239.039	1006.644	4002.485	290.213
55	0.080	0.003	5	440.513	134.363	1657.107	181.870	2596.226	123.863	3166.977	837.686	4014.354	265.740
56	0.081	0.003	5	449.413	113.576	1650.585	169.729	2592.684	133.652	3117.571	695.150	4024.050	243.511
57	0.082	0.003	5	455.789	96.162	1644.595	158.889	2587.430	142.707	3085.025	578.790	4032.474	225.133
58	0.083	0.003	5	460.156	82.109	1639.284	149.696	2581.503	150.168	3065.192	485.617	4039.956	210.672
59	0.084	0.003	5	463.010	71.047	1634.608	142.056	2575.912	155.547	3055.333	411.550	4046.400	199.566
60	0.085	0.003	5	464.759	62.516	1630.392	135.642	2571.403	158.744	3053.678	352.057	4051.572	191.123
61	0.086	0.003	5	465.714	56.092	1626.362	130.022	2568.301	159.952	3058.849	302.699	4055.420	184.793
62	0.087	0.003	5	466.097	51.437	1622.199	124.762	2566.502	159.639	3069.281	259.843	4058.264	180.283
63	0.088	0.003	5	466.064	48.323	1617.642	119.541	2565.609	158.590	3082.948	221.358	4060.748	177.602
64	0.089	0.003	5	465.713	46.623	1612.612	114.229	2565.129	157.790	3097.651	186.777	4063.576	177.042
65	0.090	0.003	5	465.100	46.288	1607.259	108.898	2564.641	158.166	3111.596	156.656	4067.270	179.104
66	0.091	0.003	5	464.246	47.328	1601.912	103.771	2563.890	160.315	3123.780	131.626	4072.022	184.310
67	0.092	0.003	5	463.157	49.807	1596.943	99.140	2562.813	164.397	3133.969	111.842	4077.656	192.873
68	0.093	0.003	5	461.841	53.850	1592.628	95.295	2561.521	170.177	3142.435	96.989	4083.592	204.293
69	0.094	0.003	5	460.319	59.656	1589.091	92.466	2560.279	177.188	3149.667	86.547	4088.895	217.006
70	0.095	0.003	5	458.631	67.488	1586.299	90.792	2559.447	184.964	3156.179	80.011	4092.542	228.454
71	0.096	0.003	5	456.832	77.639	1584.111	90.305	2559.414	193.239	3162.414	76.990	4093.957	235.992
72	0.097	0.003	5	454.978	90.347	1582.325	90.936	2560.527	202.038	3168.733	77.238	4093.462	238.320
73	0.098	0.003	5	453.124	105.663	1580.721	92.537	2563.054	211.607	3175.470	80.680	4092.120	236.142
74	0.099	0.003	5	451.309	123.267	1579.103	94.909	2567.166	222.180	3183.003	87.428	4091.046	231.390
75	0.100	0.003	5	449.581	142.240	1577.337	97.817	2572.920	233.629	3191.832	97.737	4090.847	225.969
76	0.101	0.003	5	448.029	160.916	1575.375	100.998	2580.196	245.116	3202.648	111.827	4091.534	221.158
77	0.102	0.003	5	446.811	176.976	1573.267	104.195	2588.575	254.993	3216.316	129.486	4092.768	217.680
78	0.103	0.003	5	446.137	187.981	1571.130	107.224	2597.195	261.248	3233.645	149.465	4094.152	215.941
79	0.104	0.003	5	446.167	192.302	1569.094	110.068	2604.824	262.619	3254.810	169.031	4095.401	216.140
