frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.0009	5	1722.726	219.875	2923.006	1048.856	3708.908	504.029	4521.086	121.640	5139.984	634.020
2	0.026	0.0009	5	1714.473	210.504	2852.297	1048.977	3664.100	421.512	4535.487	105.774	5148.946	542.283
3	0.027	0.0009	5	1707.746	201.803	2784.651	1010.808	3635.764	357.377	4549.078	96.500	5165.498	480.012
4	0.028	0.0009	5	1702.833	191.855	2729.720	960.974	3614.817	312.499	4561.321	93.161	5186.188	439.428
5	0.029	0.0009	5	1699.773	179.771	2689.146	919.124	3596.902	283.527	4571.488	95.635	5208.545	414.597
6	0.030	0.0009	5	1698.248	165.950	2661.773	896.257	3580.732	267.923	4578.446	104.513	5230.348	401.259
7	0.031	0.0009	5	1697.755	151.778	2645.807	896.919	3566.901	264.653	4580.535	120.899	5249.595	395.964
8	0.032	0.0009	5	1697.876	138.851	2639.181	920.402	3556.814	273.653	4575.750	145.594	5264.625	395.100
9	0.033	0.0009	5	1698.398	128.324	2639.101	960.571	3551.871	294.793	4562.615	177.614	5274.295	395.000
10	0.034	0.0009	5	1699.268	120.805	2641.905	1006.119	3553.402	326.819	4541.762	213.448	5278.305	393.820
11	0.035	0.0009	5	1700.524	116.543	2643.892	1043.144	3563.027	366.575	4516.715	249.230	5276.936	392.447
12	0.036	0.0009	5	1702.184	115.597	2642.013	1059.911	3582.089	407.921	4491.871	283.801	5269.974	391.233
13	0.037	0.0009	5	1704.170	117.942	2634.055	1051.898	3609.345	441.216	4469.451	317.545	5256.678	386.407
14	0.038	0.0009	5	1706.325	123.486	2620.057	1023.223	3639.137	457.479	4448.927	348.532	5237.579	371.978
15	0.039	0.0009	5	1708.449	132.044	2603.161	981.574	3663.966	455.286	4428.903	371.479	5215.692	345.596
16	0.040	0.0009	5	1710.240	143.304	2587.268	932.158	3679.508	440.418	4409.375	380.917	5194.871	311.295
17	0.041	0.0009	5	1711.153	156.723	2574.572	876.835	3686.156	419.398	4392.547	375.369	5177.441	276.318
18	0.042	0.0009	5	1710.289	171.204	2565.577	816.977	3687.143	396.267	4381.753	358.629	5163.955	246.894
19	0.043	0.0009	5	1706.437	184.570	2560.215	756.076	3686.428	373.684	4379.840	337.470	5154.398	226.897
20	0.044	0.0009	5	1698.475	193.366	2558.233	699.916	3687.425	354.277	4388.280	318.110	5149.134	218.519
21	0.045	0.0009	5	1686.294	194.060	2558.727	654.599	3692.373	340.431	4406.807	303.790	5148.918	223.047
22	0.046	0.0009	5	1671.547	185.773	2559.739	624.071	3702.273	333.410	4433.171	294.382	5154.240	241.046
