frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.002	5	331.508	161.001	1770.490	90.927	3531.833	1298.972	4044.782	161.630	4449.440	125.017
2	0.026	0.002	5	331.553	158.378	1772.164	94.305	3530.839	1247.373	4047.946	163.728	4448.531	124.181
3	0.027	0.002	5	331.974	152.141	1773.964	98.013	3527.461	1205.011	4052.013	166.570	4448.369	124.219
4	0.028	0.002	5	332.808	143.284	1776.103	102.069	3521.590	1172.448	4056.957	169.999	4448.833	125.320
5	0.029	0.002	5	334.094	133.082	1779.033	106.425	3513.459	1150.922	4062.677	173.752	4449.877	127.771
6	0.030	0.002	5	335.901	122.653	1783.410	110.831	3503.837	1142.440	4068.818	177.358	4451.484	131.831
7	0.031	0.002	5	338.310	112.715	1789.902	114.698	3494.319	1149.377	4074.573	180.127	4453.620	137.533
8	0.032	0.002	5	341.371	103.560	1798.799	117.082	3487.452	1173.453	4078.621	181.341	4456.152	144.419
9	0.033	0.002	5	345.045	95.194	1809.582	116.980	3486.190	1214.189	4079.475	180.602	4458.772	151.413
10	0.034	0.002	5	349.167	87.537	1820.884	113.905	3492.282	1267.666	4076.259	177.998	4461.031	157.084
11	0.035	0.002	5	353.462	80.577	1831.053	108.280	3504.498	1326.960	4069.331	173.901	4462.564	160.241
12	0.036	0.002	5	357.621	74.404	1838.923	101.212	3518.499	1384.522	4060.131	168.754	4463.295	160.388
13	0.037	0.002	5	361.382	69.144	1844.150	93.866	3528.797	1434.715	4050.445	163.107	4463.441	157.778
14	0.038	0.002	5	364.597	64.876	1847.027	87.008	3531.080	1474.553	4041.756	157.656	4463.357	153.162
15	0.039	0.002	5	367.232	61.583	1848.119	80.961	3523.291	1502.785	4035.016	153.130	4463.404	147.472
16	0.040	0.002	5	369.331	59.157	1848.009	75.754	3505.402	1518.539	4030.726	150.154	4463.893	141.592
17	0.041	0.002	5	370.973	57.435	1847.168	71.298	3478.648	1520.331	4029.121	149.171	4465.082	136.269
18	0.042	0.002	5	372.241	56.221	1845.927	67.484	3444.829	1505.748	4030.310	150.403	4467.176	132.098
19	0.043	0.002	5	373.203	55.323	1844.480	64.218	3405.963	1472.103	4034.325	153.783	4470.316	129.531
20	0.044	0.002	5	373.913	54.563	1842.917	61.426	3364.224	1418.124	4041.049	158.813	4474.577	128.849
21	0.045	0.002	5	374.407	53.804	1841.268	59.036	3321.963	1345.934	4050.043	164.492	4479.950	130.094
22	0.046	0.002	5	374.704	52.970	1839.539	56.982	3281.595	1261.746	4060.378	169.480	4486.312	133.004
