frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.003	5	463.783	50.843	2147.417	244.119	2531.105	434.702	3616.613	311.128	4231.081	237.203
2	0.026	0.003	5	462.271	53.641	2159.412	254.334	2542.911	499.230	3630.179	327.060	4232.731	261.699
3	0.027	0.003	5	460.917	57.885	2173.238	256.284	2565.734	587.113	3652.473	347.856	4241.876	296.783
4	0.028	0.003	5	459.736	63.677	2185.855	250.474	2601.362	681.637	3682.015	370.990	4257.291	345.139
5	0.029	0.003	5	458.685	71.019	2196.653	242.155	2642.718	752.725	3716.705	390.846	4277.803	406.649
6	0.030	0.003	5	457.685	79.990	2207.465	234.684	2676.932	779.381	3754.265	400.267	4304.022	478.657
7	0.031	0.003	5	456.621	90.711	2219.026	227.965	2696.315	763.268	3791.390	395.475	4337.450	556.033
8	0.032	0.003	5	455.338	103.226	2229.944	220.918	2702.265	719.430	3824.716	379.433	4378.136	631.516
9	0.033	0.003	5	453.655	117.484	2238.220	213.025	2700.129	662.656	3852.664	358.680	4423.535	697.727
10	0.034	0.003	5	451.418	133.299	2242.662	204.312	2694.678	603.413	3875.262	338.811	4469.224	749.365
11	0.035	0.003	5	448.580	150.140	2243.284	194.903	2689.187	548.933	3892.960	323.262	4510.246	783.819
12	0.036	0.003	5	445.279	166.799	2241.027	184.922	2685.819	504.139	3905.949	313.922	4542.304	800.516
13	0.037	0.003	5	441.894	181.235	2237.219	174.644	2685.934	471.739	3914.026	311.692	4562.700	799.950
14	0.038	0.003	5	438.962	191.003	2233.077	164.580	2690.191	452.345	3916.680	316.627	4570.972	783.218
15	0.039	0.003	5	436.933	194.310	2229.441	155.410	2698.528	444.953	3913.283	327.785	4569.016	752.363
16	0.040	0.003	5	435.909	191.024	2226.790	147.875	2710.129	447.597	3903.402	342.976	4560.466	711.038
17	0.041	0.003	5	435.627	182.712	2225.412	142.701	2723.494	457.921	3887.241	358.816	4549.361	664.520
18	0.042	0.003	5	435.692	171.721	2225.559	140.519	2736.715	473.607	3865.987	371.513	4538.719	618.575
19	0.043	0.003	5	435.799	160.153	2227.523	141.765	2747.976	492.705	3841.731	378.273	4529.807	577.745
20	0.044	0.003	5	435.813	149.341	2231.593	146.527	2756.165	513.938	3816.893	378.387	4522.397	544.303
21	0.045	0.003	5	435.724	139.864	2237.933	154.373	2761.279	536.910	3793.535	373.259	4515.535	518.391
22	0.046	0.003	5	435.572	131.799	2246.364	164.207	2764.361	561.959	3772.962	365.497	4508.303	498.753
23	0.047	0.003	5	435.394	125.011	2256.076	174.365	2766.960	589.351	3755.681	357.664	4500.270	483.389
24	0.048	0.003	5	435.187	119.324	2265.441	183.111	2770.437	618.030	3741.631	351.359	4491.582	469.927
25	0.049	0.003	5	434.906	114.597	2272.208	189.364	2775.438	644.809	3730.450	346.941	4482.688	455.794
26	0.050	0.003	5	434.470	110.677	2274.180	193.001	2781.776	665.119	3721.643	343.831	4473.958	438.440
27	0.051	0.003	5	433.784	107.345	2269.957	194.259	2788.900	675.249	3714.635	341.087	4465.437	415.795
28	0.052	0.003	5	432.772	104.296	2259.340	192.888	2796.579	674.509	3708.742	337.931	4456.873	386.889
29	0.053	0.003	5	431.404	101.226	2243.386	188.038	2805.114	665.825	3703.171	334.008	4447.945	352.323
30	0.054	0.003	5	429.716	97.982	2224.214	179.092	2814.817	654.566	3697.084	329.360	4438.525	314.239
31	0.055	0.003	5	427.815	94.691	2204.464	166.666	2825.301	646.454	3689.775	324.232	4428.822	275.711
32	0.056	0.003	5	425.862	91.799	2186.503	152.781	2835.076	645.699	3680.953	318.860	4419.346	239.859
33	0.057	0.003	5	424.056	89.989	2171.787	140.113	2841.604	653.911	3671.052	313.415	4410.742	209.116
34	0.058	0.003	5	422.607	90.013	2160.704	131.050	2841.901	669.550	3661.402	308.214	4403.603	184.932
35	0.059	0.003	5	421.709	92.499	2152.816	127.206	2833.816	687.896	3654.023	304.112	4398.358	167.900
36	0.060	0.003	5	421.497	97.761	2147.259	129.404	2817.560	702.366	3650.947	302.560	4395.232	158.041
37	0.061	0.003	5	422.012	105.664	2143.076	137.826	2796.166	707.620	3653.333	304.790	4394.247	154.974
38	0.062	0.003	5	423.170	115.576	2139.407	152.116	2774.039	702.479	3660.889	310.579	4395.214	157.844
39	0.063	0.003	5	424.766	126.483	2135.577	171.411	2754.798	690.048	3671.869	317.905	4397.739	165.178
40	0.064	0.003	5	426.527	137.225	2131.114	194.370	2740.240	675.389	3683.681	324.013	4401.253	174.928
41	0.065	0.003	5	428.189	146.764	2125.736	219.236	2730.577	663.117	3693.845	326.935	4405.067	184.820
42	0.066	0.003	5	429.585	154.399	2119.340	243.945	2725.020	656.385	3700.780	326.203	4408.459	192.850
43	0.067	0.003	5	430.702	159.919	2112.058	266.409	2722.150	657.180	3704.001	322.589	4410.768	197.677
44	0.068	0.003	5	431.687	163.720	2104.397	285.030	2720.070	667.047	3703.857	317.494	4411.511	198.850
45	0.069	0.003	5	432.788	166.785	2097.265	299.289	2716.604	687.291	3701.261	312.492	4410.549	196.947
46	0.070	0.003	5	434.246	170.413	2091.692	309.773	2709.956	718.220	3697.592	309.102	4408.231	193.593
47	0.071	0.003	5	436.157	175.660	2088.257	317.232	2699.874	757.844	3694.620	308.717	4405.343	191.163
48	0.072	0.003	5	438.377	182.718	2086.577	321.320	2688.461	801.212	3694.145	312.430	4402.777	192.065
49	0.073	0.003	5	440.535	190.659	2085.335	320.462	2679.322	841.148	3697.440	320.505	4401.151	197.917
50	0.074	0.003	5	442.171	197.790	2083.052	313.219	2675.131	870.191	3704.902	331.862	4400.673	209.077
51	0.075	0.003	5	442.946	202.448	2079.108	299.718	2675.672	883.160	3716.008	344.231	4401.230	224.609
52	0.076	0.003	5	442.799	203.736	2074.024	281.945	2678.067	879.133	3729.391	355.092	4402.469	242.405
53	0.077	0.003	5	442.007	201.830	2068.847	263.075	2678.764	861.533	3742.960	362.935	4403.753	259.277
54	0.078	0.003	5	441.112	197.839	2064.377	246.467	2675.559	836.707	3754.249	368.172	4404.116	271.373
55	0.079	0.003	5	440.769	193.414	2060.832	234.806	2668.432	812.206	3761.049	372.862	4402.530	275.472
56	0.080	0.003	5	441.536	190.240	2057.949	229.618	2659.140	795.176	3762.159	379.097	4398.629	271.027
57	0.081	0.003	5	443.667	189.551	2055.210	231.099	2650.195	790.733	3757.969	387.389	4393.234	261.289
58	0.082	0.003	5	447.028	191.808	2052.001	238.090	2644.025	800.705	3750.520	396.770	4387.850	251.902
59	0.083	0.003	5	451.161	196.655	2047.627	248.176	2642.601	823.164	3742.661	406.240	4383.659	248.001
60	0.084	0.003	5	455.460	203.086	2041.313	258.032	2647.318	852.568	3736.822	415.567	4381.132	252.538
61	0.085	0.002	5	459.346	209.734	2032.378	264.093	2658.697	880.284	3734.458	424.831	4380.303	266.511
62	0.086	0.002	5	462.373	215.197	2020.660	263.508	2675.761	895.988	3736.294	433.615	4381.139	289.761
63	0.087	0.002	5	464.277	218.405	2006.845	255.081	2695.501	890.639	3742.625	440.469	4383.740	321.266
64	0.088	0.002	5	464.965	218.897	1992.276	239.687	2713.454	860.427	3753.139	443.000	4388.324	358.780
65	0.089	0.002	5	464.490	216.858	1978.287	219.750	2725.708	809.050	3766.504	439.063	4394.991	398.313
66	0.090	0.002	5	462.993	212.910	1965.642	198.111	2730.845	745.902	3780.532	428.628	4403.340	434.396
67	0.091	0.002	5	460.659	207.826	1954.439	177.119	2730.080	681.431	3793.183	414.308	4412.384	461.766
68	0.092	0.002	5	457.678	202.360	1944.342	158.307	2725.965	623.459	3803.389	399.669	4421.122	477.593
69	0.093	0.002	5	454.221	197.209	1934.866	142.486	2721.167	576.095	3810.919	387.246	4429.297	482.383
70	0.094	0.002	5	450.426	193.024	1925.592	129.995	2717.930	540.040	3815.786	377.842	4437.498	478.940
71	0.095	0.002	5	446.383	190.356	1916.287	120.976	2717.832	512.822	3817.761	370.720	4446.507	470.405
72	0.096	0.002	5	442.130	189.594	1906.958	115.663	2721.255	488.737	3816.257	363.853	4456.526	458.677
73	0.097	0.002	5	437.669	191.000	1897.909	114.687	2726.555	460.233	3810.679	354.378	4466.821	444.120
74	0.098	0.002	5	433.008	194.848	1889.802	119.315	2730.203	422.752	3801.107	340.259	4475.817	426.893
75	0.099	0.002	5	428.238	201.234	1883.648	131.470	2729.065	379.419	3788.716	322.713	4481.674	408.857
76	0.100	0.002	5	423.600	209.230	1880.677	153.594	2722.633	338.304	3775.480	306.023	4483.489	393.603
77	0.101	0.001	5	419.516	216.322	1882.252	188.563	2712.462	305.645	3763.427	294.484	4482.204	384.588
78	0.102	0.001	5	416.515	219.158	1890.009	239.701	2700.339	283.547	3754.095	290.536	4480.190	384.182
79	0.103	0.001	5	414.991	215.154	1906.052	310.603	2687.253	271.641	3748.405	295.240	4479.976	394.152
80	0.104	0.001	5	414.928	203.688	1932.824	404.297	2673.235	268.663	3746.751	309.301	4483.035	415.968
81	0.105	0.001	5	415.861	186.288	1972.282	521.414	2657.585	272.549	3749.140	333.539	4489.096	450.175
82	0.106	0.001	5	417.130	165.991	2023.960	657.683	2639.549	279.371	3755.423	368.744	4496.037	495.035
83	0.107	0.001	5	418.225	146.191	2081.853	801.417	2619.971	282.734	3765.668	415.060	4500.377	544.881
84	0.108	0.001	5	418.937	129.387	2132.459	930.891	2603.047	277.552	3780.424	471.209	4498.304	589.379
85	0.109	0.001	5	419.252	116.471	2160.191	1016.922	2593.861	266.196	3800.383	534.327	4487.041	615.683
86	0.110	0.001	5	419.199	106.921	2157.852	1040.849	2593.427	253.615	3825.078	601.047	4466.052	613.496
87	0.111	0.001	5	418.779	99.542	2129.483	1008.463	2599.098	239.558	3851.183	668.932	4437.792	578.964
88	0.112	0.001	5	417.996	93.171	2085.572	940.659	2607.027	221.387	3871.857	735.506	4407.837	515.497
89	0.113	0.001	5	416.878	87.049	2036.734	857.718	2613.910	198.941	3879.176	793.456	4382.902	434.787
90	0.114	0.001	5	415.495	80.877	1989.920	772.906	2618.107	174.677	3869.818	830.050	4366.047	353.865
91	0.115	0.001	5	413.940	74.687	1948.159	693.398	2619.466	151.448	3847.094	835.766	4355.602	284.900
92	0.116	0.001	5	412.318	68.671	1912.026	622.496	2618.524	131.124	3817.726	808.621	4349.028	231.854
93	0.117	0.001	5	410.723	63.064	1881.164	561.384	2615.915	114.419	3789.238	753.030	4345.031	194.310
94	0.118	0.001	5	409.235	58.104	1855.187	510.456	2612.133	101.269	3767.697	678.233	4343.449	170.251
95	0.119	0.001	5	407.902	53.994	1833.820	469.897	2607.480	91.268	3755.281	595.240	4344.612	156.928
96	0.120	0.001	5	406.731	50.859	1816.729	439.464	2602.125	83.879	3749.828	513.565	4348.684	151.164
97	0.121	0.001	5	405.688	48.731	1803.483	418.122	2596.278	78.502	3747.065	439.999	4355.193	149.881
98	0.122	0.001	5	404.709	47.586	1793.630	404.051	2590.368	74.548	3743.415	378.663	4362.999	150.829
99	0.123	0.001	5	403.724	47.379	1786.672	394.977	2585.037	71.597	3737.264	331.180	4370.715	152.995
100	0.124	0.001	5	402.671	48.084	1781.977	388.674	2580.892	69.516	3728.660	297.205	4377.220	156.339
101	0.125	0.001	5	401.512	49.701	1778.760	383.474	2578.246	68.439	3718.509	275.337	4381.919	161.223
102	0.126	0.001	5	400.234	52.266	1776.218	378.544	2577.042	68.628	3707.952	263.978	4384.703	167.988
103	0.127	0.001	5	398.842	55.818	1773.743	373.797	2576.964	70.341	3698.060	261.794	4385.764	176.750
104	0.128	0.001	5	397.348	60.370	1771.029	369.534	2577.576	73.746	3689.750	267.784	4385.368	187.236
105	0.129	0.001	5	395.772	65.865	1768.009	366.015	2578.398	78.837	3683.779	281.064	4383.680	198.584
106	0.130	0.0007	5	394.137	72.128	1764.662	363.131	2578.944	85.351	3680.696	300.511	4380.733	209.299
