frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.0001	5	360.677	177.379	796.770	137.288	3106.787	294.148	3898.670	1824.372	4073.908	307.228
2	0.026	0.0001	5	357.386	173.837	805.963	130.894	3122.744	305.601	3731.627	1788.105	4104.044	256.104
3	0.027	0.0001	5	354.190	171.559	814.250	126.607	3137.083	318.000	3595.512	1709.743	4125.133	213.090
4	0.028	0.0001	5	351.143	170.843	821.635	125.004	3149.664	331.918	3492.430	1608.944	4140.054	181.641
5	0.029	0.0001	5	348.202	171.870	828.191	126.521	3160.068	349.538	3416.693	1497.995	4150.683	160.193
6	0.030	0.0001	5	345.284	174.569	833.993	131.509	3168.029	374.190	3360.543	1382.034	4157.736	146.012
7	0.031	0.0001	5	342.363	178.540	839.100	140.338	3173.612	409.655	3317.296	1262.755	4161.347	136.729
8	0.032	0.0002	5	339.553	182.997	843.545	153.485	3177.206	460.471	3282.193	1139.626	4161.517	130.597
9	0.033	0.0002	5	337.136	186.800	847.350	171.583	3179.744	535.284	3251.682	1006.681	4158.347	126.305
10	0.034	0.0002	5	335.513	188.680	850.507	195.426	3182.393	684.827	3222.882	814.409	4152.113	122.744
11	0.035	0.0002	5	335.057	187.677	852.944	225.880	3089.900	785.706	3289.531	685.899	4143.287	118.887
12	0.036	0.0002	5	335.932	183.575	854.452	263.578	3037.952	814.315	3314.246	642.773	4132.546	113.831
13	0.037	0.0002	5	337.984	177.053	854.648	308.297	2995.375	851.211	3326.444	600.569	4120.750	107.005
14	0.038	0.0002	5	340.779	169.389	853.052	357.960	2952.867	896.188	3334.267	553.661	4108.845	98.401
15	0.039	0.0002	5	343.720	161.945	849.381	407.622	2906.928	940.247	3341.656	503.908	4097.682	88.650
16	0.040	0.0002	5	346.173	155.708	843.964	449.530	2859.040	971.257	3349.872	456.306	4087.871	78.794
17	0.041	0.0002	5	347.579	151.068	837.857	475.527	2814.246	979.131	3358.556	415.348	4079.723	69.900
18	0.042	0.0002	5	347.580	147.831	832.306	481.192	2778.402	958.412	3366.914	383.437	4073.316	62.767
19	0.043	0.0002	5	346.105	145.423	827.972	468.314	2755.474	908.636	3374.480	360.692	4068.602	57.843
20	0.044	0.0002	5	343.368	143.220	824.710	443.409	2745.931	833.942	3381.481	345.174	4065.495	55.297
21	0.045	0.0002	5	339.766	140.839	821.947	414.111	2746.852	742.392	3388.741	333.438	4063.908	55.148
22	0.046	0.0002	5	335.727	138.211	819.139	386.456	2753.708	644.420	3397.049	321.724	4063.748	57.377
23	0.047	0.0002	5	331.607	135.459	815.981	364.086	2762.576	550.181	3406.481	307.578	4064.883	61.997
24	0.048	0.0002	5	327.651	132.735	812.443	348.650	2771.196	466.906	3416.370	290.699	4067.112	69.064
25	0.049	0.0002	5	323.992	130.106	808.725	340.464	2778.683	397.918	3425.843	272.241	4070.146	78.583
26	0.050	0.0002	5	320.670	127.518	805.240	338.997	2784.894	343.444	3434.196	253.452	4073.607	90.224
27	0.051	0.0002	5	317.645	124.784	802.630	343.055	2790.022	302.016	3440.902	234.910	4077.041	102.859
28	0.052	0.0002	5	314.810	121.592	801.812	350.712	2794.391	271.522	3445.564	216.690	4079.987	114.238
29	0.053	0.0002	5	312.015	117.565	803.959	359.206	2798.366	249.751	3448.048	198.993	4082.097	121.603
30	0.054	0.0002	5	309.108	112.398	810.297	365.168	2802.279	234.679	3448.715	182.606	4083.255	123.464
31	0.055	0.0002	5	305.999	106.054	821.663	365.424	2806.359	224.710	3448.362	168.820	4083.549	120.857
32	0.056	0.0002	5	302.701	98.828	838.053	358.019	2810.633	218.840	3447.831	158.937	4083.115	116.482
33	0.057	0.0002	5	299.303	91.220	858.535	342.759	2814.895	216.624	3447.675	153.905	4082.024	112.929
34	0.058	0.0003	5	295.916	83.719	881.630	320.940	2818.786	218.037	3448.087	154.334	4080.282	111.853
35	0.059	0.0003	5	292.627	76.685	905.822	294.603	2821.949	223.386	3448.981	160.781	4077.860	114.128
36	0.060	0.0003	5	289.491	70.348	929.862	265.878	2824.177	233.345	3450.053	174.106	4074.703	120.239
37	0.061	0.0003	5	286.542	64.877	952.822	236.669	2825.546	249.103	3450.749	195.782	4070.698	130.457
38	0.062	0.0003	5	283.801	60.438	974.025	208.555	2826.571	272.583	3450.076	228.171	4065.621	144.619
39	0.063	0.0003	5	281.285	57.207	992.973	182.743	2828.443	306.744	3446.118	274.623	4059.145	161.294
40	0.064	0.0003	5	279.009	55.352	1009.335	160.016	2833.452	356.038	3434.937	338.834	4051.150	176.375
41	0.065	0.0003	5	276.987	55.009	1022.986	140.692	2845.722	427.361	3408.579	421.436	4042.644	182.573
42	0.066	0.0003	5	275.228	56.236	1034.032	124.627	2872.700	533.370	3353.214	509.261	4036.491	173.605
43	0.067	0.0003	5	273.736	58.958	1042.773	111.296	2926.183	715.560	3252.162	542.445	4035.282	151.631
44	0.068	0.0003	5	272.498	62.864	1049.584	99.916	2942.967	1055.983	3171.534	401.285	4038.135	125.893
45	0.069	0.0003	5	271.475	67.344	1054.802	89.702	2887.786	1297.770	3157.628	294.681	4042.105	104.004
46	0.070	0.0003	5	270.618	71.636	1058.773	80.166	2830.728	1386.155	3154.122	238.665	4045.126	88.726
47	0.071	0.0004	5	269.906	75.191	1061.960	71.220	2789.037	1340.655	3153.265	209.917	4046.583	79.801
48	0.072	0.0004	5	269.362	77.974	1064.897	63.061	2764.781	1206.798	3154.053	197.383	4046.605	76.074
49	0.073	0.0004	5	269.037	80.386	1068.010	55.985	2752.714	1038.779	3156.501	193.793	4045.488	76.546
50	0.074	0.0004	5	268.965	82.940	1071.510	50.224	2746.490	877.168	3160.288	193.496	4043.460	80.683
51	0.075	0.0006	5	269.151	85.997	1075.450	45.853	2741.973	742.830	3164.284	192.558	4040.647	88.385
52	0.076	0.0006	5	269.582	89.685	1079.836	42.819	2737.239	641.398	3166.997	189.289	4037.099	99.809
53	0.077	0.0006	5	270.228	93.932	1084.705	41.012	2731.276	570.199	3167.361	183.579	4032.826	115.086
54	0.078	0.0006	5	271.048	98.509	1090.165	40.322	2723.099	523.587	3165.051	175.578	4027.864	133.853
55	0.079	0.0006	5	271.994	103.051	1096.399	40.659	2711.535	495.398	3160.341	165.085	4022.375	154.630
56	0.080	0.0006	5	273.026	107.047	1103.677	41.947	2695.390	479.358	3153.899	151.800	4016.756	174.344
57	0.081	0.0006	5	274.107	109.859	1112.367	44.090	2673.999	468.845	3146.554	135.990	4011.659	188.787
58	0.082	0.0006	5	275.208	110.800	1122.938	46.941	2648.062	457.207	3139.053	118.917	4007.808	194.507
59	0.083	0.0006	5	276.285	109.303	1135.919	50.253	2620.171	439.057	3131.858	102.521	4005.708	190.889
60	0.084	0.0006	5	277.267	105.105	1151.810	53.652	2594.226	411.716	3125.116	88.541	4005.543	180.157
61	0.085	0.0006	5	278.055	98.371	1170.931	56.637	2573.820	375.617	3118.780	77.886	4007.292	165.345
62	0.086	0.0006	5	278.553	89.711	1193.275	58.664	2560.643	333.545	3112.758	70.616	4010.794	148.560
63	0.087	0.0006	5	278.719	80.050	1218.395	59.263	2553.934	289.376	3106.976	66.316	4015.640	130.874
64	0.088	0.0006	5	278.583	70.399	1245.350	58.115	2551.206	246.908	3101.354	64.483	4021.093	113.148
65	0.089	0.0006	5	278.243	61.664	1272.624	55.122	2549.484	209.060	3095.737	64.786	4026.279	96.543
66	0.090	0.0006	5	277.832	54.568	1298.156	50.556	2546.180	177.631	3089.809	67.202	4030.520	82.312
67	0.091	0.0006	5	277.481	49.607	1319.835	45.176	2539.431	153.504	3083.016	72.116	4033.518	71.371
68	0.092	0.0006	5	277.283	46.995	1336.441	39.988	2528.215	136.842	3074.561	80.328	4035.319	64.089
69	0.093	0.0006	5	277.261	46.633	1348.200	35.748	2512.397	127.115	3063.550	92.851	4036.191	60.351
70	0.094	0.0006	5	277.367	48.160	1356.347	32.705	2492.623	123.222	3049.330	110.437	4036.503	59.782
71	0.095	0.0006	5	277.510	51.049	1362.284	30.734	2470.060	123.759	3031.976	133.026	4036.658	62.034
72	0.096	0.0006	5	277.593	54.695	1367.075	29.562	2446.123	127.272	3012.729	159.513	4037.067	67.022
73	0.097	0.0006	5	277.532	58.541	1371.379	28.932	2422.229	132.496	2993.933	188.302	4038.171	75.037
