frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.003	5	460.479	56.600	2267.034	171.355	2821.252	266.062	3819.421	276.226	4349.905	572.174
2	0.026	0.003	5	460.162	55.954	2266.989	177.069	2810.414	277.922	3816.692	269.779	4350.290	557.548
3	0.027	0.003	5	459.927	55.708	2267.362	184.549	2800.375	294.264	3815.345	267.904	4346.785	541.250
4	0.028	0.003	5	459.752	55.966	2268.011	193.129	2792.285	314.642	3814.741	271.286	4338.988	522.534
5	0.029	0.003	5	459.624	56.699	2268.308	201.299	2787.359	337.690	3813.673	279.714	4327.443	500.596
6	0.030	0.003	5	459.536	57.772	2267.238	206.967	2786.748	361.567	3810.656	291.862	4313.631	475.083
7	0.031	0.003	5	459.479	59.002	2263.910	208.305	2791.260	384.952	3804.575	305.403	4299.477	446.955
8	0.032	0.003	5	459.440	60.216	2258.185	204.743	2801.100	407.854	3795.495	317.847	4286.539	419.071
9	0.033	0.003	5	459.396	61.308	2250.863	197.322	2815.899	431.411	3785.028	327.964	4275.425	395.590
10	0.034	0.003	5	459.312	62.291	2243.261	188.216	2834.951	456.712	3775.838	336.631	4265.934	380.715
11	0.035	0.003	5	459.152	63.331	2236.707	179.942	2857.250	483.365	3770.817	346.124	4257.651	378.204
12	0.036	0.003	5	458.881	64.721	2232.311	174.843	2881.139	508.494	3772.727	358.320	4250.406	392.059
13	0.037	0.003	5	458.476	66.794	2230.963	174.878	2903.868	526.937	3784.211	372.419	4244.483	427.806
14	0.038	0.003	5	457.929	69.760	2233.332	181.453	2921.871	533.608	3807.148	382.234	4241.017	493.923
15	0.039	0.003	5	457.240	73.537	2239.735	195.112	2932.208	527.157	3839.600	374.968	4243.879	601.810
16	0.040	0.003	5	456.412	77.687	2249.952	215.251	2934.153	511.115	3871.310	341.911	4262.698	754.898
17	0.041	0.003	5	455.446	81.545	2263.102	240.020	2929.146	490.888	3891.836	297.789	4304.328	930.171
18	0.042	0.003	5	454.327	84.468	2277.618	266.398	2919.335	470.077	3902.422	260.645	4361.768	1098.713
19	0.043	0.003	5	453.016	86.052	2291.241	290.254	2906.455	449.111	3907.493	234.564	4423.322	1242.586
20	0.044	0.003	5	451.450	86.232	2301.183	306.563	2891.739	425.980	3909.633	218.308	4477.769	1346.880
21	0.045	0.003	5	449.553	85.279	2305.010	310.480	2876.352	398.304	3910.188	210.464	4515.056	1399.327
