frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.002	5	467.253	14.866	2234.724	373.953	2339.532	796.025	3568.795	291.463	4242.132	269.108
2	0.026	0.002	5	465.943	15.174	2230.071	380.486	2334.623	755.415	3570.411	280.943	4246.640	222.253
3	0.027	0.002	5	464.588	15.726	2222.597	383.759	2336.720	722.009	3570.403	273.406	4252.008	186.887
4	0.028	0.002	5	463.128	16.555	2215.545	376.774	2342.498	707.351	3568.587	268.965	4257.956	161.036
5	0.029	0.002	5	461.498	17.688	2212.070	358.141	2348.424	715.626	3565.008	267.407	4264.414	142.775
6	0.030	0.002	5	459.643	19.142	2212.337	330.430	2354.106	745.483	3559.810	268.427	4271.514	130.488
7	0.031	0.002	5	457.524	20.930	2214.450	297.623	2361.685	792.769	3553.064	271.833	4279.514	122.883
8	0.032	0.002	5	455.113	23.061	2216.568	264.207	2373.820	851.357	3544.632	277.669	4288.664	118.882
9	0.033	0.002	5	452.385	25.540	2217.771	233.805	2392.631	914.331	3534.158	286.264	4299.017	117.458
10	0.034	0.002	5	449.301	28.381	2217.828	208.367	2419.434	975.015	3521.195	298.218	4310.232	117.531
11	0.035	0.002	5	445.798	31.627	2216.837	188.305	2454.462	1028.112	3505.446	314.316	4321.475	118.014
12	0.036	0.002	5	441.791	35.377	2215.044	173.040	2496.630	1071.191	3486.950	335.291	4331.573	118.053
13	0.037	0.002	5	437.191	39.778	2212.769	161.645	2543.732	1105.255	3466.093	361.399	4339.408	117.292
14	0.038	0.002	5	431.946	44.978	2210.328	153.336	2593.048	1133.312	3443.485	391.913	4344.307	115.911
15	0.039	0.002	5	426.107	51.004	2207.972	147.654	2641.918	1157.933	3419.881	424.917	4346.157	114.413
16	0.040	0.002	5	419.916	57.630	2205.882	144.348	2688.068	1179.556	3396.161	457.863	4345.217	113.335
17	0.041	0.002	5	413.873	64.265	2204.224	143.160	2729.892	1196.321	3373.150	488.960	4341.853	113.034
18	0.042	0.002	5	408.689	70.003	2203.176	143.647	2766.960	1205.105	3351.133	518.656	4336.402	113.547
19	0.043	0.002	5	405.074	73.909	2202.867	145.089	2800.483	1203.105	3329.364	550.051	4329.223	114.535
20	0.044	0.002	5	403.427	75.467	2203.234	146.600	2833.254	1188.958	3306.073	588.039	4320.868	115.368
21	0.045	0.002	5	403.667	74.859	2203.923	147.445	2869.144	1162.368	3278.857	638.445	4312.180	115.474
22	0.046	0.002	5	405.336	72.839	2204.356	147.420	2913.085	1121.164	3244.545	709.216	4304.102	114.828
23	0.047	0.002	5	407.862	70.339	2203.943	146.958	2973.359	1049.132	3196.608	820.769	4297.259	114.189
24	0.048	0.002	5	410.761	68.113	2202.235	146.863	3014.080	835.276	3172.178	1084.589	4291.698	114.818
25	0.049	0.002	5	413.706	66.596	2198.961	147.897	2980.357	724.087	3226.320	1250.973	4287.010	118.018
26	0.050	0.002	5	416.502	65.935	2194.019	150.406	2956.512	679.976	3273.495	1344.504	4282.677	124.851
27	0.051	0.002	5	419.033	66.083	2187.524	154.106	2938.130	669.023	3315.683	1385.383	4278.371	136.016
28	0.052	0.002	5	421.221	66.880	2179.871	158.118	2921.848	681.294	3353.283	1371.988	4274.165	151.582
