frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.004	5	467.888	39.764	2150.305	192.406	2768.444	398.810	3467.102	605.242	4306.120	176.567
2	0.026	0.004	5	464.923	40.959	2154.926	170.856	2769.852	414.863	3466.985	614.745	4315.799	184.185
3	0.027	0.004	5	461.954	42.218	2158.813	153.434	2771.209	435.085	3465.388	628.354	4326.534	194.051
4	0.028	0.004	5	459.093	43.559	2162.274	139.976	2773.639	457.067	3463.390	645.723	4338.117	206.349
5	0.029	0.004	5	456.408	44.993	2165.523	130.034	2778.136	476.815	3463.095	666.120	4349.945	221.150
6	0.030	0.004	5	453.913	46.513	2168.700	123.072	2784.890	489.752	3467.669	687.429	4361.059	238.474
7	0.031	0.004	5	451.553	48.100	2171.902	118.585	2792.784	492.929	3480.460	704.779	4370.457	258.332
8	0.032	0.004	5	449.220	49.751	2175.171	116.126	2799.924	486.980	3503.001	710.813	4377.557	280.641
9	0.033	0.004	5	446.775	51.525	2178.456	115.306	2805.018	475.525	3533.388	699.453	4382.417	305.006
10	0.034	0.004	5	444.076	53.566	2181.552	115.831	2808.045	462.473	3567.115	670.425	4385.477	330.569
11	0.035	0.004	5	441.006	56.082	2184.077	117.547	2809.677	450.194	3599.693	629.452	4387.059	356.104
12	0.036	0.004	5	437.501	59.266	2185.520	120.422	2810.512	439.516	3628.469	584.369	4387.117	380.273
13	0.037	0.004	5	433.578	63.195	2185.383	124.396	2810.835	430.492	3652.660	541.433	4385.420	401.826
14	0.038	0.004	5	429.363	67.708	2183.378	129.190	2810.787	423.088	3672.513	504.086	4381.943	419.700
15	0.039	0.004	5	425.107	72.346	2179.634	134.239	2810.560	417.610	3688.560	473.549	4377.145	433.249
16	0.040	0.004	5	421.170	76.409	2174.778	138.857	2810.398	414.830	3701.312	449.883	4371.963	442.663
17	0.041	0.004	5	417.944	79.188	2169.806	142.593	2810.457	415.751	3711.295	432.758	4367.597	449.281
18	0.042	0.004	5	415.724	80.273	2165.737	145.476	2810.702	421.027	3719.227	421.729	4365.235	455.434
19	0.043	0.004	5	414.600	79.737	2163.238	147.970	2810.949	430.293	3726.203	416.219	4365.849	463.883
20	0.044	0.004	5	414.429	78.056	2162.436	150.688	2811.006	441.742	3733.789	415.412	4370.051	477.217
21	0.045	0.004	5	414.904	75.861	2162.977	154.106	2810.806	452.264	3743.963	418.123	4377.987	497.476
22	0.046	0.004	5	415.670	73.693	2164.221	158.405	2810.443	458.381	3758.731	422.550	4389.325	526.005
23	0.047	0.004	5	416.412	71.894	2165.486	163.434	2810.106	457.761	3779.314	425.933	4403.495	563.289
24	0.048	0.004	5	416.906	70.602	2166.243	168.742	2810.031	450.480	3805.040	424.756	4420.164	608.380
25	0.049	0.004	5	417.026	69.817	2166.263	173.666	2810.616	439.117	3832.804	416.439	4439.433	657.907
26	0.050	0.004	5	416.729	69.470	2165.669	177.473	2812.569	427.551	3858.205	401.702	4461.200	705.888
27	0.051	0.004	5	416.032	69.462	2164.843	179.548	2816.801	419.279	3877.890	384.537	4484.279	745.957
28	0.052	0.004	5	414.990	69.667	2164.222	179.597	2824.063	416.272	3890.853	369.324	4506.661	774.554
29	0.053	0.004	5	413.683	69.927	2164.079	177.793	2834.584	418.686	3897.821	358.497	4526.680	791.680
30	0.054	0.003	5	412.205	70.072	2164.461	174.818	2847.869	425.227	3900.106	352.409	4543.637	799.158
31	0.055	0.003	5	410.658	69.970	2165.259	171.764	2862.637	433.862	3898.924	350.150	4557.547	798.881
32	0.056	0.003	5	409.149	69.582	2166.305	169.906	2876.948	442.616	3895.215	350.252	4568.612	792.221
33	0.057	0.003	5	407.780	68.976	2167.410	170.428	2888.539	450.190	3889.740	351.127	4576.858	780.307
34	0.058	0.003	5	406.642	68.295	2168.307	174.182	2895.355	456.097	3883.270	351.389	4582.042	764.488
35	0.059	0.003	5	405.806	67.680	2168.562	181.478	2896.086	460.278	3876.713	350.117	4583.817	746.457
36	0.060	0.003	5	405.299	67.193	2167.533	191.885	2890.544	462.578	3871.087	346.994	4582.064	727.990
37	0.061	0.003	5	405.102	66.775	2164.486	204.079	2879.783	462.618	3867.334	342.304	4577.253	710.767
38	0.062	0.003	5	405.141	66.286	2158.901	215.890	2865.949	460.355	3866.136	336.813	4570.708	696.710
39	0.063	0.003	5	405.314	65.588	2150.883	224.703	2851.823	456.961	3867.854	331.607	4564.633	688.738
40	0.064	0.003	5	405.515	64.644	2141.373	228.189	2840.170	455.162	3872.610	327.889	4561.834	691.232
41	0.065	0.003	5	405.652	63.553	2131.894	225.059	2833.150	458.532	3880.355	326.718	4565.202	709.617
