frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.0007	5	397.340	147.824	1697.075	392.568	3066.912	413.253	3966.299	307.980	4459.982	278.675
2	0.026	0.0007	5	402.955	150.867	1700.262	388.623	3062.551	415.743	3964.321	307.642	4453.068	268.385
3	0.027	0.0007	5	408.587	153.769	1705.076	389.432	3054.925	418.075	3962.119	307.110	4447.868	259.935
4	0.028	0.0009	5	413.924	156.189	1710.759	393.091	3042.654	418.984	3959.166	304.886	4443.989	251.554
5	0.029	0.0010	5	418.645	158.187	1716.300	397.272	3024.780	416.451	3955.297	299.553	4441.420	242.199
6	0.030	0.0010	5	422.479	160.024	1720.253	398.714	3001.709	408.119	3950.796	290.290	4440.310	231.600
7	0.031	0.0010	5	425.267	161.943	1721.073	393.713	2975.831	392.732	3946.248	277.477	4440.689	220.226
8	0.032	0.0010	5	426.999	164.042	1717.942	379.812	2950.988	371.762	3942.204	262.810	4442.253	209.052
9	0.033	0.002	5	427.806	166.266	1711.338	357.386	2930.933	349.282	3938.962	248.597	4444.334	199.182
10	0.034	0.002	5	427.906	168.459	1702.663	329.388	2918.065	329.787	3936.655	236.772	4446.058	191.473
11	0.035	0.002	5	427.539	170.385	1693.362	299.483	2913.176	316.077	3935.472	228.300	4446.603	186.312
12	0.036	0.002	5	426.910	171.740	1684.367	270.472	2915.771	308.596	3935.748	223.109	4445.464	183.568
13	0.037	0.002	5	426.165	172.248	1676.102	244.011	2924.306	305.862	3937.833	220.272	4442.672	182.663
14	0.038	0.002	5	425.387	171.880	1668.743	221.171	2936.207	305.246	3941.839	218.271	4438.891	182.728
15	0.039	0.002	5	424.596	171.094	1662.456	203.005	2948.006	303.931	3947.435	215.386	4435.290	182.880
16	0.040	0.002	5	423.753	170.863	1657.500	190.702	2956.071	299.942	3953.847	210.384	4433.179	182.571
17	0.041	0.002	5	422.777	172.336	1654.173	185.379	2958.007	292.901	3960.109	203.261	4433.528	181.916
18	0.042	0.002	5	421.572	176.323	1652.721	187.871	2953.855	284.063	3965.402	195.426	4436.649	181.746
19	0.043	0.002	5	420.069	182.982	1653.323	198.828	2945.919	275.732	3969.239	189.002	4442.182	183.311
20	0.044	0.002	5	418.281	191.838	1656.155	219.019	2937.265	270.408	3971.475	185.854	4449.302	187.802
21	0.045	0.002	5	416.335	201.932	1661.460	249.534	2930.213	270.059	3972.288	187.015	4456.946	195.992
22	0.046	0.002	5	414.466	211.943	1669.540	291.607	2925.777	275.792	3972.152	192.619	4463.996	208.087
23	0.047	0.002	5	412.945	220.340	1680.696	346.074	2923.904	287.905	3971.733	202.082	4469.404	223.678
24	0.048	0.002	5	411.987	225.668	1695.143	412.571	2923.936	306.029	3971.660	214.300	4472.344	241.695
25	0.049	0.002	5	411.655	226.879	1712.886	488.780	2924.925	329.111	3972.284	227.813	4472.411	260.354
26	0.050	0.002	5	411.838	223.596	1733.636	570.347	2925.735	355.247	3973.530	240.967	4469.820	277.268
27	0.051	0.002	5	412.317	216.181	1756.859	652.089	2925.043	381.645	3974.962	252.154	4465.424	289.953
28	0.052	0.002	5	412.888	205.575	1782.030	730.247	2921.424	405.053	3976.010	260.190	4460.455	296.752
29	0.053	0.002	5	413.439	192.995	1808.962	804.180	2913.734	422.738	3976.230	264.759	4456.056	297.667
30	0.054	0.002	5	413.964	179.627	1837.870	876.020	2901.725	433.600	3975.408	266.695	4452.892	294.469
31	0.055	0.002	5	414.518	166.452	1869.108	948.713	2886.406	438.745	3973.451	267.823	4451.093	289.948
32	0.056	0.002	5	415.171	154.193	1902.832	1024.310	2869.649	441.081	3970.188	270.376	4450.455	286.851
33	0.057	0.002	5	415.970	143.310	1938.928	1103.533	2853.320	444.110	3965.276	276.338	4450.682	287.120
34	0.058	0.002	5	416.912	133.966	1977.234	1186.166	2838.629	450.708	3958.252	287.029	4451.523	291.668
35	0.059	0.002	5	417.935	126.037	2017.960	1271.643	2826.006	462.578	3948.663	303.007	4452.789	300.593
36	0.060	0.002	5	418.929	119.204	2062.186	1359.686	2815.246	480.438	3936.231	324.190	4454.290	313.661
37	0.061	0.002	5	419.773	113.097	2112.339	1451.064	2805.580	504.516	3921.004	350.084	4455.687	330.875
38	0.062	0.002	5	420.370	107.418	2172.579	1548.310	2795.550	534.818	3903.448	380.065	4456.306	352.908
39	0.063	0.002	5	420.666	101.986	2249.082	1656.259	2782.737	570.621	3884.368	413.629	4454.977	381.120
40	0.064	0.002	5	420.650	96.707	2349.932	1783.202	2763.651	608.203	3864.583	450.513	4449.997	416.981
41	0.065	0.002	5	420.346	91.540	2483.017	1944.222	2735.528	636.099	3844.400	490.659	4439.231	460.944
42	0.066	0.002	5	419.804	86.476	2649.101	2158.581	2703.011	637.531	3823.100	533.950	4420.358	510.935
43	0.067	0.002	5	419.102	81.539	2677.484	614.308	2842.143	2428.332	3798.581	579.158	4391.480	560.606
44	0.068	0.002	5	418.345	76.801	2662.692	584.176	3062.043	2746.802	3767.802	620.795	4352.793	598.198
45	0.069	0.002	5	417.654	72.369	2656.009	558.098	3308.442	3124.765	3730.441	645.759	4309.574	610.467
46	0.070	0.002	5	417.155	68.375	2654.404	539.718	3576.331	3576.572	3693.994	644.228	4271.477	595.774
47	0.071	0.002	5	416.956	64.945	2655.548	529.525	3666.561	625.303	3890.041	4116.168	4243.765	567.610
48	0.072	0.002	5	417.125	62.172	2657.595	526.708	3648.864	603.046	4224.356	538.453	4395.769	4819.128
49	0.073	0.002	4	417.672	60.071	2659.067	530.071	3638.652	584.291	4209.622	512.813	--undefined--	--undefined--
50	0.074	0.002	4	418.554	58.586	2658.858	538.661	3634.402	571.079	4197.603	491.543	--undefined--	--undefined--
51	0.075	0.002	4	419.701	57.630	2656.119	552.191	3635.370	564.341	4187.514	475.441	--undefined--	--undefined--
52	0.076	0.002	4	421.068	57.177	2649.957	571.686	3640.716	565.553	4178.496	465.802	--undefined--	--undefined--
53	0.077	0.002	4	422.677	57.323	2638.821	600.993	3649.081	578.112	4168.996	464.049	--undefined--	--undefined--
54	0.078	0.002	4	424.659	58.304	2619.165	649.399	3658.550	610.320	4156.244	471.925	--undefined--	--undefined--
55	0.079	0.002	4	427.239	60.406	2581.936	735.071	3666.095	682.956	4134.838	490.983	--undefined--	--undefined--
56	0.080	0.002	4	430.687	63.709	2500.198	881.299	3657.052	856.513	4093.612	512.771	--undefined--	--undefined--
57	0.081	0.002	5	435.219	67.723	2314.532	1010.479	3489.935	1114.202	4033.182	479.776	4459.174	1864.109
58	0.082	0.002	5	440.971	71.304	2094.372	907.633	3317.880	954.257	3997.911	405.035	4515.876	1216.629
59	0.083	0.002	5	448.018	73.302	1946.438	705.915	3246.019	822.373	3979.227	349.468	4534.129	940.700
60	0.084	0.002	5	456.264	73.412	1857.586	527.127	3189.002	753.368	3965.265	309.017	4530.930	767.177
61	0.085	0.002	5	465.301	72.208	1804.529	393.904	3125.713	710.101	3954.366	273.741	4523.574	639.452
62	0.086	0.002	5	474.507	70.546	1772.425	299.733	3054.538	664.768	3948.317	239.713	4521.121	542.708
63	0.087	0.002	5	483.310	69.148	1752.638	233.452	2982.911	605.638	3948.495	208.769	4526.930	473.356
64	0.088	0.002	5	491.395	68.516	1740.369	185.969	2919.419	536.020	3954.377	184.060	4540.710	428.144
65	0.089	0.002	5	498.758	69.009	1732.989	151.204	2868.970	465.138	3964.348	167.299	4560.126	402.735
66	0.090	0.002	5	505.672	70.914	1728.970	125.427	2832.479	400.646	3976.898	158.771	4582.072	393.335
67	0.091	0.002	5	512.626	74.476	1727.267	106.355	2808.335	346.449	3991.178	158.050	4603.763	397.637
68	0.092	0.002	5	520.257	79.836	1727.024	92.472	2793.757	303.474	4006.951	164.381	4623.361	414.741
69	0.093	0.002	5	529.241	86.899	1727.496	82.658	2785.749	271.064	4024.269	176.623	4640.092	444.683
70	0.094	0.002	5	540.089	95.219	1728.074	76.025	2781.669	248.018	4043.080	192.990	4654.125	487.810
71	0.095	0.002	5	552.845	104.036	1728.339	71.845	2779.467	233.123	4062.918	210.955	4666.424	543.934
72	0.096	0.002	5	566.855	112.555	1728.092	69.519	2777.674	225.396	4082.803	227.788	4678.637	611.410
