frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.0005	5	251.964	417.668	1539.077	187.469	2656.994	742.666	3883.351	169.037	5133.002	505.347
2	0.026	0.0005	5	264.398	330.521	1514.922	175.092	2643.936	645.037	3870.149	173.209	5082.686	470.454
3	0.027	0.0005	5	269.560	271.093	1488.150	162.993	2644.922	554.714	3856.783	188.425	5035.555	454.638
4	0.028	0.0005	5	271.265	233.429	1461.116	152.394	2658.320	479.611	3843.546	212.888	4986.180	456.615
5	0.029	0.0005	5	271.275	212.126	1435.197	144.110	2677.879	421.568	3831.739	240.548	4927.223	467.349
6	0.030	0.0005	5	270.404	201.880	1410.650	137.299	2696.626	377.681	3821.818	263.284	4853.052	470.189
7	0.031	0.0005	5	269.062	197.774	1387.223	130.048	2710.006	343.641	3811.817	276.504	4765.805	448.098
8	0.032	0.0005	5	267.542	196.057	1364.842	120.954	2716.990	315.869	3799.628	280.424	4677.872	398.338
9	0.033	0.0005	5	266.069	195.049	1343.863	110.323	2719.506	292.736	3786.428	277.764	4603.898	336.755
10	0.034	0.0005	5	264.799	195.007	1324.750	99.779	2720.520	274.666	3775.935	273.090	4550.589	282.025
11	0.035	0.0005	5	263.880	196.629	1307.713	90.813	2722.010	262.507	3770.807	271.285	4516.081	242.091
12	0.036	0.0005	5	263.528	199.798	1292.677	84.002	2724.342	255.973	3771.037	274.884	4495.136	215.756
13	0.037	0.0004	5	264.002	203.575	1279.435	79.251	2726.839	253.611	3774.694	283.314	4482.830	198.881
14	0.038	0.0004	5	265.511	206.795	1267.763	76.255	2728.497	253.507	3778.820	293.501	4475.687	187.562
15	0.039	0.0004	5	268.144	208.498	1257.435	74.732	2728.456	253.828	3780.063	300.752	4471.604	178.882
16	0.040	0.0004	5	271.859	207.982	1248.203	74.447	2726.265	252.989	3775.612	300.282	4469.450	171.051
17	0.041	0.0004	5	276.537	204.695	1239.789	75.170	2722.004	249.624	3764.439	289.466	4468.626	163.549
18	0.042	0.0004	5	282.016	198.269	1231.885	76.680	2716.261	242.753	3747.758	269.378	4468.761	156.969
19	0.043	0.0004	5	288.117	188.749	1224.166	78.840	2709.997	232.231	3728.112	244.085	4469.610	152.474
20	0.044	0.0004	5	294.655	176.778	1216.305	81.697	2704.281	219.037	3708.016	218.375	4471.015	151.229
21	0.045	0.0004	5	301.478	163.509	1207.984	85.528	2700.031	205.009	3689.315	195.982	4472.737	154.166
22	0.046	0.0004	5	308.476	150.317	1198.917	90.839	2697.869	192.244	3673.302	179.158	4474.159	161.953
23	0.047	0.0004	5	315.571	138.466	1188.889	98.335	2698.102	182.556	3661.051	169.096	4473.962	174.888
24	0.048	0.0004	5	322.692	128.818	1177.795	108.825	2700.738	177.135	3653.604	166.386	4470.036	192.540
25	0.049	0.0004	5	329.741	121.619	1165.653	122.991	2705.429	176.288	3651.804	171.058	4460.052	213.203
26	0.050	0.0004	5	336.594	116.461	1152.570	141.018	2711.357	179.267	3655.804	182.118	4442.730	233.642
27	0.051	0.0004	5	343.104	112.542	1138.667	162.339	2717.250	184.412	3664.477	197.019	4418.946	249.659
28	0.052	0.0004	5	349.138	109.114	1124.036	185.841	2721.700	189.764	3675.251	211.958	4391.569	257.267
29	0.053	0.0004	5	354.617	105.796	1108.734	210.466	2723.704	193.810	3684.833	223.446	4364.221	253.955
30	0.054	0.0004	5	359.545	102.585	1092.840	235.746	2723.065	195.912	3690.640	230.102	4340.074	239.830
31	0.055	0.0004	5	364.009	99.697	1076.501	261.997	2720.384	196.388	3691.917	233.090	4321.267	217.994
32	0.056	0.0004	5	368.148	97.421	1059.962	290.264	2716.671	196.404	3689.665	235.231	4308.758	193.350
33	0.057	0.0004	5	372.105	96.008	1043.548	322.046	2712.867	197.592	3685.708	239.779	4302.343	170.478
34	0.058	0.0004	5	375.979	95.538	1027.600	358.663	2709.553	201.376	3681.816	249.307	4300.862	152.177
