frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.002	5	500.006	16.321	2052.402	206.414	2624.701	439.245	3604.811	461.335	4390.960	199.170
2	0.026	0.002	5	499.024	16.215	2053.541	203.850	2615.122	423.798	3611.390	438.816	4388.583	177.179
3	0.027	0.002	5	498.056	16.240	2053.567	205.712	2608.311	411.301	3617.398	420.795	4386.784	159.797
4	0.028	0.002	5	497.154	16.370	2052.834	210.925	2605.373	403.062	3621.990	409.362	4385.031	145.962
5	0.029	0.002	5	496.382	16.569	2051.701	218.526	2606.582	400.009	3624.588	405.442	4382.942	134.865
6	0.030	0.002	5	495.806	16.783	2050.464	227.656	2611.453	402.620	3624.896	408.820	4380.337	125.973
7	0.031	0.002	5	495.476	16.953	2049.345	237.651	2618.979	411.171	3622.816	418.442	4377.230	118.977
8	0.032	0.002	5	495.410	17.032	2048.533	248.149	2627.941	426.113	3618.334	432.852	4373.757	113.740
9	0.033	0.002	5	495.590	17.002	2048.278	259.067	2637.144	448.368	3611.449	450.646	4370.085	110.218
10	0.034	0.002	5	495.972	16.884	2049.016	270.295	2645.538	479.408	3602.211	470.826	4366.360	108.393
11	0.035	0.002	5	496.498	16.719	2051.507	281.059	2652.217	521.057	3590.854	493.018	4362.688	108.203
12	0.036	0.002	5	497.118	16.556	2056.824	289.144	2656.484	574.844	3577.967	517.555	4359.127	109.458
13	0.037	0.002	5	497.793	16.415	2065.805	290.647	2658.225	640.464	3564.631	545.475	4355.683	111.755
14	0.038	0.002	5	498.498	16.283	2077.869	281.488	2658.646	712.987	3552.417	578.572	4352.294	114.499
15	0.039	0.002	5	499.220	16.118	2090.441	260.879	2660.449	780.815	3542.972	619.524	4348.818	117.104
16	0.040	0.002	5	499.950	15.878	2100.642	232.990	2666.363	829.776	3537.007	671.729	4345.038	119.282
17	0.041	0.002	5	500.688	15.560	2107.451	203.675	2677.696	852.875	3533.231	738.579	4340.723	121.116
18	0.042	0.002	5	501.437	15.204	2111.623	176.710	2694.950	854.491	3528.007	822.990	4335.742	122.864
