frame	time(s)	intensity	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1	0.025	0.003	5	484.499	9.735	2157.528	100.089	2763.094	258.883	3778.958	408.513	4382.463	96.771
2	0.026	0.003	5	482.691	9.917	2159.556	98.518	2768.246	246.739	3776.442	401.450	4382.334	94.297
3	0.027	0.003	5	480.836	10.015	2161.509	99.762	2772.249	236.667	3769.978	401.997	4382.010	93.272
4	0.028	0.003	5	478.927	10.028	2163.533	104.230	2774.860	228.967	3759.034	409.195	4381.221	93.748
5	0.029	0.003	5	476.974	9.982	2165.949	112.619	2775.884	224.295	3743.069	422.630	4379.777	95.911
6	0.030	0.003	5	475.012	9.926	2169.297	125.905	2775.191	223.656	3721.700	442.347	4377.560	100.113
7	0.031	0.003	5	473.099	9.920	2174.387	145.118	2772.768	228.281	3695.046	468.745	4374.575	106.892
8	0.032	0.003	5	471.314	10.033	2182.223	170.537	2768.842	239.276	3664.296	502.377	4371.101	116.922
9	0.033	0.003	5	469.740	10.327	2193.502	199.891	2764.143	256.691	3632.387	543.507	4367.922	130.739
10	0.034	0.003	5	468.441	10.850	2207.353	226.371	2760.136	277.608	3604.211	591.145	4366.429	148.110
11	0.035	0.003	5	467.441	11.626	2220.097	240.400	2758.573	294.387	3585.404	641.729	4368.065	167.390
12	0.036	0.003	5	466.712	12.672	2227.098	237.270	2759.842	297.621	3579.304	689.589	4373.162	186.168
13	0.037	0.003	5	466.189	14.034	2227.241	221.177	2762.298	284.532	3584.315	731.048	4380.538	203.237
14	0.038	0.003	5	465.779	15.795	2223.296	199.753	2764.299	261.142	3595.326	767.924	4388.553	219.381
15	0.039	0.003	5	465.375	18.050	2218.425	178.606	2765.551	235.333	3607.919	805.501	4396.198	236.307
16	0.040	0.003	5	464.855	20.884	2214.332	160.401	2766.485	211.910	3620.726	847.987	4403.255	255.499
17	0.041	0.003	5	464.103	24.338	2211.477	145.900	2767.513	192.612	3635.021	895.964	4409.929	277.686
18	0.042	0.003	5	463.016	28.387	2209.718	135.030	2768.817	177.667	3653.093	946.231	4416.388	302.451
19	0.043	0.003	5	461.530	32.915	2208.730	127.568	2770.443	166.960	3676.416	993.212	4422.387	327.860
20	0.044	0.003	5	459.645	37.718	2208.209	123.484	2772.464	160.559	3704.229	1031.554	4427.163	350.547
21	0.045	0.003	5	457.448	42.549	2207.942	123.068	2775.096	158.792	3733.189	1059.225	4429.709	366.652
22	0.046	0.003	5	455.125	47.195	2207.801	126.991	2778.691	162.152	3758.299	1079.570	4429.223	373.129
23	0.047	0.003	5	452.932	51.541	2207.688	136.337	2783.619	171.135	3774.388	1100.664	4425.419	368.487
24	0.048	0.003	5	451.121	55.587	2207.456	152.611	2790.043	185.939	3776.973	1131.385	4418.747	352.761
25	0.049	0.003	5	449.858	59.393	2206.819	177.602	2797.607	205.965	3762.275	1175.498	4410.578	327.419
26	0.050	0.003	5	449.167	62.985	2205.282	212.883	2805.174	229.336	3727.669	1226.810	4402.893	295.480
27	0.051	0.002	5	448.933	66.261	2202.156	258.699	2810.958	252.998	3673.525	1269.775	4397.314	261.080
28	0.052	0.002	5	448.973	68.989	2196.858	312.359	2813.311	273.805	3605.024	1288.288	4394.340	228.197
29	0.053	0.002	5	449.107	70.920	2189.679	367.509	2811.781	290.105	3531.035	1277.842	4393.485	199.703
30	0.054	0.002	5	449.223	71.968	2182.472	416.275	2807.364	302.482	3459.926	1249.187	4393.881	177.274
31	0.055	0.002	5	449.274	72.274	2178.021	453.222	2801.684	312.682	3396.625	1219.738	4394.688	161.638
32	0.056	0.002	5	449.251	72.109	2178.223	476.880	2796.160	321.616	3343.551	1203.816	4395.142	152.816
33	0.057	0.002	5	449.147	71.720	2182.949	488.188	2791.719	328.443	3302.660	1209.601	4394.465	150.316
34	0.058	0.002	5	448.956	71.255	2190.378	489.139	2788.681	331.469	3275.998	1239.465	4391.871	153.166
35	0.059	0.002	5	448.670	70.768	2198.169	482.792	2786.783	330.005	3264.712	1290.041	4386.723	159.765
36	0.060	0.002	5	448.287	70.243	2204.617	473.129	2785.606	325.428	3267.622	1353.133	4378.842	167.757
37	0.061	0.002	5	447.805	69.624	2209.110	463.920	2785.025	320.319	3280.888	1418.750	4368.825	174.335
38	0.062	0.002	5	447.215	68.833	2211.827	457.473	2785.223	316.806	3299.485	1478.728	4358.077	177.148
39	0.063	0.002	5	446.504	67.786	2213.203	454.109	2786.445	315.582	3319.382	1529.004	4348.346	175.272
40	0.064	0.002	5	445.657	66.410	2213.563	452.382	2788.820	315.802	3338.871	1569.846	4341.025	169.346
41	0.065	0.002	5	444.664	64.649	2212.954	449.844	2792.266	315.476	3358.378	1603.959	4336.735	160.852
42	0.066	0.002	5	443.524	62.473	2211.204	444.183	2796.401	312.177	3379.322	1633.557	4335.356	151.309
43	0.067	0.002	5	442.253	59.893	2208.148	434.375	2800.536	303.979	3402.860	1658.226	4336.308	141.918
44	0.068	0.002	5	440.885	56.971	2203.884	421.191	2803.844	290.322	3429.029	1674.462	4338.861	133.533
45	0.069	0.001	5	439.464	53.804	2198.779	406.777	2805.649	272.332	3456.541	1676.371	4342.389	126.744
46	0.070	0.001	5	438.031	50.496	2193.207	393.688	2805.629	252.370	3483.202	1656.552	4346.522	121.923
47	0.071	0.001	5	436.611	47.137	2187.246	384.024	2803.785	233.108	3506.682	1607.158	4351.183	119.245
48	0.072	0.001	5	435.207	43.802	2180.559	378.926	2800.272	216.636	3525.308	1522.312	4356.548	118.662
49	0.073	0.001	5	433.803	40.568	2172.545	378.345	2795.272	203.953	3538.642	1402.237	4362.923	119.816
50	0.074	0.001	5	432.377	37.534	2162.692	381.061	2788.996	194.984	3547.496	1256.339	4370.549	121.966
51	0.075	0.001	5	430.899	34.803	2150.967	385.131	2781.757	189.094	3553.245	1101.280	4379.415	124.077
52	0.076	0.001	5	429.346	32.457	2137.953	388.768	2773.927	185.803	3556.976	954.368	4389.182	125.159
53	0.077	0.001	5	427.709	30.526	2124.639	391.174	2765.758	185.131	3559.188	827.455	4399.324	124.615
54	0.078	0.001	5	426.000	28.995	2112.025	392.794	2757.284	187.339	3559.978	725.274	4409.349	122.302
55	0.079	0.001	5	424.254	27.815	2100.793	394.944	2748.459	192.426	3559.349	647.381	4418.891	118.346
56	0.080	0.001	5	422.520	26.924	2091.199	399.113	2739.443	199.793	3557.438	590.976	4427.635	113.009
57	0.081	0.001	5	420.852	26.266	2083.141	406.358	2730.836	208.297	3554.720	552.984	4435.187	106.695
58	0.082	0.001	5	419.302	25.796	2076.318	417.004	2723.635	216.652	3552.159	531.054	4441.028	99.993
59	0.083	0.001	5	417.907	25.494	2070.356	430.663	2718.891	223.963	3551.262	523.660	4444.604	93.604
60	0.084	0.001	5	416.683	25.361	2064.796	446.332	2717.246	229.964	3553.926	529.664	4445.503	88.168
61	0.085	0.001	5	415.619	25.405	2058.989	462.316	2718.726	234.819	3562.068	547.723	4443.616	84.088
62	0.086	0.001	5	414.679	25.631	2052.046	476.134	2722.888	238.801	3577.189	575.867	4439.184	81.478
63	0.087	0.001	5	413.810	26.046	2043.019	484.867	2729.150	242.211	3600.093	611.507	4432.726	80.263
64	0.088	0.001	5	412.947	26.675	2031.291	486.230	2737.103	245.555	3630.830	651.971	4424.921	80.359
65	0.089	0.001	5	412.025	27.581	2016.885	479.844	2746.739	249.694	3668.750	695.388	4416.479	81.822
66	0.090	0.001	5	410.978	28.882	2000.432	467.650	2758.600	255.694	3712.617	741.487	4408.037	84.905
67	0.091	0.001	5	409.753	30.744	1982.790	453.065	2773.786	264.264	3760.822	791.769	4400.082	89.980
68	0.092	0.001	5	408.303	33.363	1964.624	439.655	2793.550	274.817	3811.648	848.549	4392.901	97.345
69	0.093	0.001	5	406.576	36.926	1946.256	430.536	2818.158	284.662	3863.375	912.392	4386.667	106.983
70	0.094	0.001	5	404.498	41.601	1928.024	428.897	2845.338	289.761	3913.587	978.416	4381.704	118.485
71	0.095	0.001	5	401.978	47.566	1911.039	438.877	2870.052	287.936	3957.422	1035.011	4378.798	131.365
72	0.096	0.001	5	398.930	55.025	1897.602	465.634	2887.036	281.509	3986.774	1069.787	4379.211	145.379
73	0.097	0.001	5	395.305	64.061	1890.606	514.450	2893.805	275.436	3993.159	1078.531	4384.266	160.036
74	0.098	0.001	5	391.104	74.308	1892.385	589.449	2890.952	273.431	3972.027	1065.926	4394.730	173.576
75	0.099	0.001	5	386.373	84.718	1903.877	692.294	2880.537	276.235	3924.509	1038.219	4410.160	183.124
76	0.100	0.0008	5	381.178	93.764	1924.232	820.672	2864.880	281.881	3856.754	997.169	4428.772	186.653
77	0.101	0.0008	5	375.584	100.039	1950.690	966.449	2846.448	286.652	3778.522	940.834	4448.211	184.573
78	0.102	0.0008	5	369.667	102.862	1979.347	1114.621	2828.296	286.977	3701.311	870.300	4466.316	179.270
79	0.103	0.0008	5	363.594	102.438	2007.825	1246.752	2813.775	282.232	3635.059	794.942	4481.219	173.910
80	0.104	0.0008	5	357.727	99.550	2037.791	1351.131	2805.030	275.603	3584.679	728.918	4491.273	171.624
81	0.105	0.0006	5	352.706	95.083	2073.196	1431.002	2801.987	271.391	3549.774	682.689	4495.146	174.965
