"time"	"f0"	"sentence"	"word"	"language"	"id"	"condition"
0.820107709750567	359.594363373812	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
0.865107709750567	369.828312825511	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
0.899107709750567	363.964210539871	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.02010770975057	232.281522155044	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.04510770975057	226.89612964907	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.06510770975057	226.182288155865	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.10310770975057	225.6238295973	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.12410770975057	224.749934371936	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.15110770975057	223.383861215786	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.19110770975057	211.787917266601	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.20310770975057	212.14865921713	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.33510770975057	183.296488684827	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.35410770975057	183.175554550016	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.52110770975057	273.799294127921	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.57510770975057	286.881696837425	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.67710770975057	195.863266782794	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.69110770975057	197.352521867597	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.77810770975057	170.218183084484	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.81710770975057	162.142238229639	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.84710770975057	156.449837814515	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.86410770975057	158.32515634397	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.90110770975057	158.091088906076	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
1.92010770975057	153.983743149463	"gon_cat_2"	"gon"	"catalan"	2	"gonmus"
0.0607981859410432	230.89415309263	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.198798185941043	265.681558414559	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.297798185941043	355.477430894239	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.302798185941043	355.506829778432	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.334798185941043	364.532031084237	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.362798185941043	363.549284431376	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.408798185941043	348.463536037087	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.582798185941043	231.383493547498	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.653798185941043	226.262478043902	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.737798185941043	245.067687739121	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.873798185941043	196.056167846021	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.930798185941043	187.215210739853	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.11379818594104	292.960094672418	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.14479818594104	294.744649610057	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.17579818594104	318.662674739679	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.26079818594104	302.622692916799	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.34279818594104	253.442841622456	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.38479818594104	225.894907632499	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.49679818594104	178.325383451575	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.53879818594104	179.701382573474	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.59579818594104	176.680434946937	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.69579818594104	152.409665903231	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
1.70879818594104	150.001904099591	"gon_cat_3"	"gon"	"catalan"	3	"gonmus"
0.141068027210884	207.40299244843	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.170068027210884	191.756599694352	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.282068027210884	273.704054834588	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.407068027210884	351.668865508011	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.538068027210884	228.590826237213	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.642068027210884	192.508670308439	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.803068027210884	353.047466080435	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.817068027210884	127.30476831562	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.850068027210884	245.707511460726	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.00706802721088	229.241630647445	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.03306802721088	229.223070487094	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.04106802721088	221.148697466093	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.20406802721088	268.592250258995	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.27806802721088	258.788976750452	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.38306802721088	333.384687694723	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.43706802721088	317.642391575478	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.49906802721088	282.170333032377	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.57606802721088	253.518903539476	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.66906802721088	269.148146762469	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.72106802721088	294.042915591895	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.74906802721088	291.138009641946	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.76406802721088	291.475661819228	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.80806802721088	285.410645493315	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.85706802721088	279.74978551142	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
1.95006802721088	235.057595850435	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
2.05206802721088	238.498442712065	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
2.20006802721088	171.260092064807	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
2.22506802721088	165.006965711355	"gon_cat_4"	"gon"	"catalan"	4	"gonmus"
0.0520691609977324	218.866776708308	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.0690691609977324	217.080614559422	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.100069160997732	213.305879131929	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.157069160997732	202.245515327279	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.174069160997732	202.207712617519	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.395069160997732	312.316661158705	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.428069160997732	322.099410336197	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.484069160997732	302.947400958979	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.675069160997732	302.311000250275	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.874069160997732	229.496089798842	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.912069160997732	232.58823553312	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.949069160997732	202.17433577517	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.960069160997733	199.837258010067	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.962069160997733	194.423554460972	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.00406916099773	222.61760264692	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.16106916099773	184.429193494281	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.27106916099773	230.378613601396	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.40006916099773	180.189683043976	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.49606916099773	216.040976661828	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.59506916099773	287.613916321427	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.64906916099773	326.894616980171	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.76106916099773	263.70176165389	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.83306916099773	251.590664063919	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.88006916099773	254.735692088147	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.99006916099773	307.971392256954	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
1.99506916099773	308.328040148028	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.14906916099773	262.796215319973	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.34906916099773	173.019234167614	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.36306916099773	172.589709188213	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.40306916099773	168.379256493449	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.42706916099773	166.662743362055	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.44606916099773	165.834884718096	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
2.49606916099773	175.17509433621	"gon_cat_5"	"gon"	"catalan"	5	"gonmus"
0.0282426303854875	271.003320062811	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.0972426303854875	266.12093121256	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.167242630385488	301.496343410918	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.225242630385488	308.266627267288	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.295242630385488	305.2706149232	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.354242630385488	231.09292952012	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.390242630385488	238.48551492846	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.443242630385488	225.738688990355	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.475242630385488	219.664548541854	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.546242630385487	240.484672215691	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.582242630385488	219.586646905086	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.601242630385487	219.624208354712	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.661242630385487	208.208164516685	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.685242630385487	196.952195715106	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.760242630385487	213.791453447606	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.866242630385488	176.080193441965	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.899242630385487	172.548950125738	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.916242630385488	172.004821314703	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.02724263038549	166.821198879502	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.05124263038549	169.604074187296	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.06724263038549	170.880152080668	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.08224263038549	170.190174223099	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.16524263038549	165.976872077255	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.18424263038549	164.699711411379	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.21524263038549	165.841372351585	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.25524263038549	170.801780845592	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.27524263038549	169.785981222418	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.31324263038549	169.799531817879	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.38224263038549	230.758893601239	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.49024263038549	255.647178446718	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.64524263038549	211.790110630844	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.75024263038549	274.856463818231	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.81524263038549	340.173750233681	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
1.84624263038549	345.064128813253	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.00024263038549	218.431074824404	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.06624263038549	208.552011372623	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.10224263038549	202.800356790005	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.15124263038549	193.756844195805	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.25624263038549	205.686229979564	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.42524263038549	263.688996867013	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.45924263038549	276.852083434156	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.63924263038549	215.318086792976	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.86224263038549	158.691735432109	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.94524263038549	161.671517125735	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.96924263038549	161.977876580663	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
2.99424263038549	158.615921433429	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
3.02224263038549	162.125710682568	"gon_cat_6"	"gon"	"catalan"	6	"gonmus"
0.0960419501133787	218.217046330021	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.144041950113379	207.815254050759	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.163041950113379	208.477276956624	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.184041950113379	210.091391640303	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.233041950113379	209.651464166157	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.255041950113379	201.792691357252	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.258041950113379	233.382022950619	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.276041950113379	228.868082354367	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.402041950113379	333.976542546416	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.434041950113379	338.19008819304	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.446041950113379	339.008516517571	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.638041950113379	201.67360163064	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.730041950113379	185.140598731124	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.786041950113379	179.828645558917	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.822041950113379	187.131807444289	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.856041950113379	183.365682087697	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.883041950113379	174.65230498572	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.889041950113379	167.787883741213	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.970041950113379	196.337673493885	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.12804195011338	272.996171249671	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.16804195011338	288.211481742421	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.20704195011338	368.931968883551	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.29104195011338	363.705138167432	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.32604195011338	359.600698841916	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.36104195011338	349.618197061853	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.51904195011338	215.354644449188	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.58804195011338	186.394219723232	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.61004195011338	171.599941260276	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.62904195011338	169.145206966543	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.64904195011338	171.120232146264	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.68004195011338	170.547384703689	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.70604195011338	171.530694468274	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.71904195011338	171.995552875717	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.73404195011338	170.545905730541	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.75904195011338	174.142669603465	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
1.96904195011338	199.054111954919	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
2.05904195011338	190.318410987761	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
2.07304195011338	212.644089370872	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
2.08804195011338	189.365743083275	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
2.10704195011338	193.145974502594	"gon_spa_1"	"gon"	"spanish"	1	"gonmus"
0.0928639455782313	306.537485508216	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.149863945578231	319.853825557174	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.259863945578231	265.079042913673	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.379863945578231	191.322349259122	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.424863945578231	190.113348944739	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.483863945578231	198.60962528923	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.565863945578231	231.085482956891	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.719863945578231	321.302936193573	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.831863945578231	362.292441002998	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.844863945578231	367.033298776611	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.885863945578231	269.664059435911	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.03986394557823	239.800245499519	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.18386394557823	212.835367330273	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.30286394557823	183.817206667363	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.31786394557823	184.125744681123	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.38886394557823	182.32800160003	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.40086394557823	173.513477057791	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.42186394557823	172.508833864312	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.44186394557823	173.953075862996	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.48386394557823	167.202541674547	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.50486394557823	211.337765269599	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.60986394557823	283.725689284817	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.66386394557823	331.442320674385	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.78186394557823	196.296397754286	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.80886394557823	204.96003937005	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.88086394557823	184.884527012608	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
1.98986394557823	181.906475367985	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.01886394557823	171.091037508277	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.05086394557823	164.025816551363	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.06586394557823	166.18494083964	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.10886394557823	178.697025445534	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.16886394557823	160.791481616836	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.18386394557823	159.746608171877	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.19686394557823	160.229519153222	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
2.24086394557823	171.858604255761	"gon_spa_2"	"gon"	"spanish"	2	"gonmus"
0.0278219954648525	229.560496073854	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.0968219954648525	213.31158175281	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.126821995464852	211.359237363853	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.147821995464852	212.311203661797	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.173821995464852	235.260964681653	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.297821995464852	308.945485759818	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.330821995464852	296.564171039286	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.402821995464852	367.303369225734	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.428821995464853	356.049244291582	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.456821995464852	364.859939507518	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.504821995464853	365.882209833374	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.557821995464852	364.430327887492	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.699821995464853	230.870599147948	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.856821995464852	238.838112952836	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.863821995464852	241.073892000424	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.00682199546485	269.87920153619	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.02682199546485	280.109777401652	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.12882199546485	223.502775314512	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.23582199546485	268.770178391639	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.30082199546485	295.927906495449	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.38782199546485	322.795116767439	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.49782199546485	293.849378667725	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.54982199546485	283.738854463802	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.59382199546485	236.66046638902	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.73782199546485	176.352479296397	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.75482199546485	177.596995368446	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.77482199546485	175.253708563543	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.80582199546485	174.827603047077	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.90682199546485	158.611275951633	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
1.96182199546485	198.705453979719	"gon_spa_3"	"gon"	"spanish"	3	"gonmus"
0.152885487528345	239.863875449359	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.246885487528345	212.278522154941	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.298885487528345	200.834240955836	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.456885487528345	315.553862614388	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.507885487528345	330.281692002701	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.532885487528345	342.097492040248	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.619885487528345	261.020216082513	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.752885487528345	260.01668569977	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.817885487528345	206.892419550532	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.869885487528345	201.073448299203	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.891885487528345	199.647340234427	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.976885487528345	181.095043847617	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.14988548752834	239.594742559068	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.25688548752834	305.233593474209	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.29988548752834	321.811602609175	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.39688548752834	259.773076887804	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.44588548752834	245.75335856688	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
1.66788548752834	219.492130734966	"gon_spa_4"	"gon"	"spanish"	4	"gonmus"
0.0529444444444444	227.559210612198	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.101944444444444	251.636620497906	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.213944444444444	282.38301112535	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.244944444444444	318.588969790474	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.266944444444444	319.197783951099	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.292944444444444	310.247495218668	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.411944444444444	363.946103731699	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.473944444444444	342.759583660427	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.514944444444444	321.553617791805	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.635944444444444	275.96849097319	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.772944444444444	201.515614515259	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.832944444444444	196.922063575469	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.872944444444444	181.501153932281	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
0.926944444444444	180.281739678063	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.03994444444444	214.681942233285	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.10294444444444	173.213965116041	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.13094444444444	162.824012812676	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.14294444444444	174.630937024808	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.37294444444444	369.385749679761	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.37694444444444	185.834984649992	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.39794444444444	185.087709072788	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.42694444444444	185.349895808401	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.45494444444444	296.666406616616	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.56894444444444	226.172391902507	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.59894444444444	223.883894362477	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.62194444444444	226.738747274127	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.64394444444444	229.388597722017	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.70094444444444	244.787519780591	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.74194444444444	241.541904380761	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.76894444444444	295.557816943225	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.80994444444444	307.681897830449	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.84194444444444	308.320968815784	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
1.92294444444444	288.895750473466	"gon_spa_5"	"gon"	"spanish"	5	"gonmus"
